pack,modl,tyname,occurs,depth
JuMP,MathOptInterface,MathOptInterface.AbstractFunction,13,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.SOS2{Float64}}, Tuple{MathOptInterface.VectorOfVariables, MathOptInterface.SOS2{Float64}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",5,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.Complements}}",1,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.PositiveSemidefiniteConeTriangle}}",1,0
JuMP,Core,Vector{DataType},28,0
JuMP,JuMP.Containers,"JuMP.Containers.VectorizedProductIterator{Tuple{Base.OneTo{Int64}, Base.OneTo{Int64}}}",5,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.DualExponentialCone}, Tuple{MathOptInterface.VectorOfVariables, MathOptInterface.DualExponentialCone}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",5,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.SecondOrderCone}",4,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.VectorOfVariables, MathOptInterface.Nonnegatives}",4,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.SOS2{Float64}}, Tuple{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.SOS2{Float64}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.SingleVariable, MathOptInterface.Semiinteger{Float64}}",4,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Reals}, Tuple{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Reals}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",6,0
JuMP,Base,IOBuffer,5,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.Semiinteger{Float64}}",4,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.Reals}}",4,0
JuMP,Core,"Type{MathOptInterface.IndicatorSet{MathOptInterface.ACTIVATE_ON_ONE, MathOptInterface.LessThan{Float64}}}",1,0
JuMP,Core,Type{MathOptInterface.Nonpositives},40,0
JuMP,Core,Vector{MathOptInterface.RotatedSecondOrderCone},6,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.PositiveSemidefiniteConeSquare}",4,0
JuMP,Core,"Tuple{Int64, Symbol, Int64, String}",1,0
JuMP,MathOptInterface,MathOptInterface.ConstraintDualStart,4,0
JuMP,Core,"Tuple{Base.OneTo{Int64}, Vararg{Any}}",1,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.SingleVariable, MathOptInterface.GreaterThan{Float64}}}",4,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.Nonnegatives}}",4,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.IndicatorSet{MathOptInterface.ACTIVATE_ON_ZERO, MathOptInterface.LessThan{T}}}}",1,0
JuMP,Core,Type{Bool},6,0
JuMP,MathOptInterface,typeof(MathOptInterface.add_constrained_variable),4,0
JuMP,Core,"Tuple{Symbol, Int64, Vararg{Int64}}",2,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.Reals}",7,0
JuMP,JuMP.Containers,"JuMP.Containers.VectorizedProductIterator{Tuple{Int64, Int64}}",3,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorOfVariables, MathOptInterface.Nonpositives}",7,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.pass_nonvariable_constraints),20,0
JuMP,Core,Type{Array},2,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.SingleVariable, MathOptInterface.ZeroOne}}",4,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.load_constraints),6,0
JuMP,MathOptInterface.Utilities,"MathOptInterface.Utilities.var""#37#38""{Set{MathOptInterface.VariableIndex}}",7,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.DualPowerCone{Float64}}, Tuple{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.DualPowerCone{Float64}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.ScalarQuadraticFunction{Float64}, MathOptInterface.Semicontinuous{Float64}}}",1,0
JuMP,Core,"Tuple{DenseAxisArray{Float64, 1, Tuple{Vector{Symbol}}, Tuple{Dict{Symbol, Int64}}}, Int64}",2,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.ScalarQuadraticFunction{Float64}, MathOptInterface.Semicontinuous{Float64}}",4,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.EqualTo{Float64}}",4,0
JuMP,Base,typeof(error),2,0
JuMP,MathOptInterface,typeof(MathOptInterface.term_indices),6,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.allocate_constrained_variables),2,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.ScalarQuadraticFunction{Float64}, MathOptInterface.LessThan{Float64}}}",4,0
JuMP,MathOptInterface,MathOptInterface.ObjectiveSense,2,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.PositiveSemidefiniteConeSquare}}",4,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.PositiveSemidefiniteConeSquare}",7,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.LogDetConeSquare}}",1,0
JuMP,Core,Vector{MathOptInterface.Zeros},6,0
JuMP,Core,Tuple{Vector{MathOptInterface.VariableIndex}},8,0
JuMP,MathOptInterface,typeof(MathOptInterface.copy_to),6,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.ZeroOne}",7,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.xor_index),3,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Nonpositives}",7,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Complements}, Tuple{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Complements}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.Zeros}, Tuple{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.Zeros}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",6,0
JuMP,Core,"Tuple{Int64, Symbol, Int64}",2,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.LogDetConeTriangle}, Tuple{MathOptInterface.VectorOfVariables, MathOptInterface.LogDetConeTriangle}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",5,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.ScalarAffineFunction{Float64}, MathOptInterface.Integer}}",1,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintAttributesSet{MathOptInterface.ScalarQuadraticFunction{Float64}, MathOptInterface.Integer}",4,0
JuMP,Core,Type{String},1,0
JuMP,Core,Vector{MathOptInterface.ScalarAffineFunction{Float64}},16,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Nonpositives}}",4,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.pass_nonvariable_constraints_fallback),18,0
JuMP,MathOptInterface,MathOptInterface.Silent,7,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.SOS2{Float64}}, Tuple{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.SOS2{Float64}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Zeros}",7,0
JuMP,MathOptInterface,"MathOptInterface.ListOfConstraintIndices{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.Zeros}",7,0
JuMP,MathOptInterface,typeof(MathOptInterface.throw_set_error_fallback),14,0
JuMP,MathOptInterface.Utilities,typeof(MathOptInterface.Utilities.allocate_constraints),6,0
JuMP,MutableArithmetics,"MutableArithmetics.var""#6#8""{Symbol, Bool, Bool, Vector{Any}, Vector{Any}}",4,0
JuMP,Core,"Type{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.Reals}}",1,0
JuMP,Core,"Vector{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.PositiveSemidefiniteConeTriangle}}",4,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.SOS1{Float64}}, Tuple{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.SOS1{Float64}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorOfVariables, MathOptInterface.LogDetConeSquare}, Tuple{MathOptInterface.VectorOfVariables, MathOptInterface.LogDetConeSquare}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",5,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.RotatedSecondOrderCone}, Tuple{MathOptInterface.VectorAffineFunction{Float64}, MathOptInterface.RotatedSecondOrderCone}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",6,0
JuMP,Core,"Array{MathOptInterface.ConstraintIndex{MathOptInterface.SingleVariable, S}, 1}",1,0
JuMP,Core,"Tuple{var""#38#62""}",13,0
JuMP,MathOptInterface.Utilities.CleverDicts,"MathOptInterface.Utilities.CleverDicts.CleverDict{MathOptInterface.ConstraintIndex{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.IndicatorSet{MathOptInterface.ACTIVATE_ON_ZERO, MathOptInterface.LessThan{Float64}}}, Tuple{MathOptInterface.VectorQuadraticFunction{Float64}, MathOptInterface.IndicatorSet{MathOptInterface.ACTIVATE_ON_ZERO, MathOptInterface.LessThan{Float64}}}, typeof(MathOptInterface.Utilities.CleverDicts.key_to_index), typeof(MathOptInterface.Utilities.CleverDicts.index_to_key)}",3,0
Multisets,Multisets,Multiset{Number},4,0
Multisets,Multisets,Multiset{Int64},13,0
Multisets,Multisets,Multiset{Any},5,0
Multisets,Multisets,Multiset{Float64},2,0
Multisets,Core,String,3,0
Multisets,Core,Type{Number},2,0
Plots,Core,Type{RGB{Float64}},83,0
Plots,Plots,typeof(portfoliocomposition),2,0
Plots,Base,"Base.Pairs{Symbol, Symbol, Tuple{Symbol}, NamedTuple{(:seriestype,), Tuple{Symbol}}}",15,0
Plots,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:legend,), Tuple{Bool}}}",2,0
Plots,Core,"Tuple{Vector{Function}, Float64, Vararg{Float64}}",1,0
Plots,Core,"Type{AbstractRGBA{RGB{Float32}, Float32}}",1,0
Plots,Core,Type{DataType},2,0
Plots,Core,Type{YCbCr},3,0
Plots,Core,"Tuple{AbstractPlot, Vararg{Any}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{7, Symbol}, NamedTuple{(:titlefont, :legendfontsize, :guidefont, :tickfont, :guide, :framestyle, :yminorgrid), Tuple{Tuple{Int64, String}, Int64, Tuple{Int64, Symbol}, Tuple{Int64, Symbol}, String, Symbol, Bool}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:grid, :lims), Tuple{Bool, Tuple{Float64, Float64}}}}",1,0
Plots,GR,typeof(GR.polyline3d),1,0
Plots,Core,Type{Gray24},9,0
Plots,Base,"Base.Pairs{Symbol, String, Tuple{Symbol}, NamedTuple{(:title,), Tuple{String}}}",5,0
Plots,Core,Type{DataFormat{:RawArray}},1,0
Plots,Base,"Base.Pairs{Symbol, UnitRange{Int64}, Tuple{Symbol}, NamedTuple{(:ticks,), Tuple{UnitRange{Int64}}}}",1,0
Plots,Core,Type{LCHuv},31,0
Plots,Plots,typeof(title!),2,0
Plots,Core,Type{Plots.EmptyLayout},4,0
Plots,Plots,typeof(Plots._make_hist),10,0
Plots,Core,Type{DataFormat{:h5ad}},1,0
Plots,Measures,"Measures.BoundingBox{Tuple{Measures.AbsoluteLength, Measures.AbsoluteLength}, Tuple{Measures.AbsoluteLength, Measures.AbsoluteLength}}",5,0
Plots,Core,"NamedTuple{(:skip,), Tuple{Vector{Int64}}}",1,0
Plots,Core,UnionAll,2,0
Plots,Core,"Tuple{Integer, Colon}",1,0
Plots,Core,Type{DataFormat{:Feather}},1,0
Plots,Dates,Dates.Date,10,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:layout, :palette, :bg_inside), Tuple{Int64, Matrix{PlotUtils.ContinuousColorGradient}, Matrix{Symbol}}}}",1,0
Plots,Core,Type{DataFormat{:AVI}},1,0
Plots,Core,UInt32,1,0
Plots,Core,Matrix{Int32},2,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:rotation,), Tuple{Int64}}}",1,0
Plots,Core,Tuple{Vector{Float64}},14,0
Plots,Core,Type{DataFormat{:SPSS}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:label, :blank), Tuple{Symbol, Bool}}}",1,0
Plots,Core,Type{DataFormat{:JLD2}},1,0
Plots,Plots,Plots.Subplot{Plots.GRBackend},141,0
Plots,Core,"Array{Float64, 3}",1,0
Plots,Core,"Tuple{StepRange{Int64, Int64}, Matrix{Float64}}",1,0
Plots,Core,Type{Val{:histogram2d}},1,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Float64}, Matrix{Float64}, Any}",2,0
Plots,Core,"Tuple{Nothing, Any, Any}",1,0
Plots,Base,"Base.Pairs{Symbol, Tuple{String, Symbol}, Tuple{Symbol}, NamedTuple{(:yaxis,), Tuple{Tuple{String, Symbol}}}}",3,0
Plots,Core,Type{HSV{Float64}},10,0
Plots,Base,"Base.Pairs{Symbol, Tuple{Symbol, Symbol, Int64, Symbol, Float64}, Tuple{Symbol}, NamedTuple{(:xgrid,), Tuple{Tuple{Symbol, Symbol, Int64, Symbol, Float64}}}}",1,0
Plots,Core,Type{RGB{FixedPointNumbers.N0f16}},76,0
Plots,Core,Type{C2<:Colorant},1,0
Plots,PlotUtils,typeof(PlotUtils.generate_colorscheme),1,0
Plots,Core,"NTuple{4, Int64}",5,0
Plots,Plots,typeof(Plots._theme),3,0
Plots,Core,"Tuple{FixedPointNumbers.N0f8, FixedPointNumbers.N0f8, FixedPointNumbers.N0f8, Float32}",2,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:aspect_ratio, :seriestype), Tuple{Int64, Symbol}}}",1,0
Plots,Plots,Plots.Subplot{Plots.PlotlyBackend},34,0
Plots,Core,Type{RGB},185,0
Plots,Base,typeof(isfinite),3,0
Plots,Plots,"Plots.var""#66#67""",6,0
Plots,PlotUtils,typeof(cgrad),61,0
Plots,Colors,typeof(MSC),1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{6, Symbol}, NamedTuple{(:layout, :title, :titlelocation, :left_margin, :bottom_margin, :xrotation), Tuple{Plots.GridLayout, Matrix{String}, Symbol, Matrix{Measures.AbsoluteLength}, Measures.AbsoluteLength, Int64}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{4, Symbol}, NamedTuple{(:layout, :group, :linetype, :linecolor), Tuple{Plots.GridLayout, Vector{String}, Matrix{Symbol}, Symbol}}}",1,0
Plots,Plots,typeof(heatmap),2,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{4, Symbol}, NamedTuple{(:layout, :label, :fillrange, :fillalpha), Tuple{Tuple{Int64, Int64}, String, Int64, Float64}}}",2,0
Plots,Core,Type{DataFormat{:JP2}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:seriestype, :inset), Tuple{Symbol, Tuple{Int64, Measures.BoundingBox{Tuple{Measures.Length{:w, Float64}, Measures.Length{:h, Float64}}, Tuple{Measures.Length{:w, Float64}, Measures.Length{:h, Float64}}}}}}}",5,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:alpha, :seriestype), Tuple{Float64, Symbol}}}",4,0
Plots,Core,"Tuple{Nothing, Nothing}",1,0
Plots,Core,"Type{AbstractAGray{Gray{Float32}, Float32}}",1,0
Plots,Plots,typeof(default),6,0
Plots,Core,Type{Plots.GridLayout},3,0
Plots,Core,Type{Lab{Float64}},32,0
Plots,Core,Matrix{AbstractLayout},2,0
Plots,Core,"NamedTuple{(:arrowside, :arrowstyle), Tuple{Symbol, Symbol}}",12,0
Plots,Core,Type{ARGB32},1,0
Plots,Base,"Base.Pairs{Symbol, Vector{Tuple{Int64, Float64, Plots.PlotText}}, Tuple{Symbol}, NamedTuple{(:annotation,), Tuple{Vector{Tuple{Int64, Float64, Plots.PlotText}}}}}",3,0
Plots,Core,"Tuple{Function, Vararg{Any}}",1,0
Plots,Core,Type{DataFormat{:OBJ}},1,0
Plots,Base,"SubArray{Float64, 1, Vector{Float64}, Tuple{Vector{Int64}}, false}",1,0
Plots,Core,"Tuple{Int64, Int64, Int64}",7,0
Plots,Core,"Tuple{Int64, Any}",3,0
Plots,GR.jlgr,typeof(GR.jlgr.surface),4,0
Plots,Core,Type{GrayA{Float32}},18,0
Plots,Core,Type{XYZ{Float64}},72,0
Plots,Core,Type{DIN99},3,0
Plots,FileIO,typeof(save),3,0
Plots,Core,Type{DataFormat{:MP4}},1,0
Plots,Core,"NamedTuple{(:skip, :disp), Tuple{Vector{Int64}, Bool}}",1,0
Plots,Core,Type{DataFormat{:GSLIB}},1,0
Plots,Plots,Plots.Extrema,1,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Float64}, Vector{Float64}, Any}",2,0
Plots,Core,"Tuple{Nothing, Nothing, Nothing}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:grid, :title), Tuple{Tuple{Symbol, Symbol, Symbol, Int64, Float64}, String}}}",1,0
Plots,Core,"NamedTuple{(:fillwidth, :leadingspaces), Tuple{Int64, Int64}}",1,0
Plots,Core,Type{DataFormat{:HTML}},1,0
Plots,Core,AbstractVector{GeometryBasics.Point2{Float64}},1,0
Plots,Core,Tuple{Plots.Spy},1,0
Plots,Core,"Type{AbstractAGray{Gray{Float64}, Float64}}",1,0
Plots,Core,Type{DataFormat{:PPMText}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:zcolor, :m, :ms, :lab, :seriestype), Tuple{Vector{Float64}, Tuple{Symbol, Float64, Plots.Stroke}, Vector{Float64}, String, Symbol}}}",5,0
Plots,Core,"NamedTuple{(:update,), Tuple{Bool}}",1,0
Plots,Plots,"Plots.var""#58#59""",7,0
Plots,Core,"Tuple{AbstractPlot, AbstractPlot, Array}",1,0
Plots,Core,Type{HSV},15,0
Plots,RecipesPipeline,RecipesPipeline.GroupBy,1,0
Plots,Core,"Tuple{AbstractVector, AbstractVector}",3,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{8, Symbol}, NamedTuple{(:framestyle, :title, :color, :layout, :label, :markerstrokewidth, :ticks, :seriestype), Tuple{Matrix{Symbol}, Matrix{String}, Base.ReshapedArray{Int64, 2, UnitRange{Int64}, Tuple{}}, Int64, String, Int64, UnitRange{Int64}, Symbol}}}",1,0
Plots,Core,"Tuple{Nothing, Vararg{Nothing}}",1,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:arrow,), Tuple{Int64}}}",1,0
Plots,Core,Type{DataFormat{:OUT}},1,0
Plots,Core,Type{DataFormat{:CUR}},1,0
Plots,Core,Type{RGB24},10,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:connections, :seriestype), Tuple{Tuple{Vector{Int64}, Vector{Int64}, Vector{Int64}}, Symbol}}}",1,0
Plots,Core,"Vector{Union{Base.PkgId, Module}}",14,0
Plots,Core,Type{DIN99d},3,0
Plots,Core,Type{DataFormat{:Excel}},1,0
Plots,Plots,typeof(stroke),1,0
Plots,Plots,typeof(contour),1,0
Plots,Core,Type{DataFormat{:FLAC}},1,0
Plots,Core,Type{Luv},25,0
Plots,Core,"Array{F<:AbstractFloat, 1}",1,0
Plots,Core,"Type{AbstractARGB{RGB{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8}}",1,0
Plots,Core,"Tuple{Vector{Tuple{Int64, Real}}}",1,0
Plots,PlotUtils,typeof(adapted_grid),4,0
Plots,Core,Type{DataFormat{:NPY}},1,0
Plots,Core,Vector{PlotUtils.ContinuousColorGradient},1,0
Plots,Core,Type{Val{:sticks}},1,0
Plots,Plots,typeof(lens!),2,0
Plots,Base,Val{2},12,0
Plots,FileIO,typeof(query),1,0
Plots,Core,Type{LCHuv{Float64}},18,0
Plots,Core,"NamedTuple{(:w, :h, :dy, :leftw, :textw, :rightw, :xoffset, :yoffset, :width_factor), Tuple{Int64, Float64, Float64, Float64, Int64, Float64, Float64, Float64, Float64}}",2,0
Plots,Core,Type{HSLA{Float32}},1,0
Plots,Core,"Tuple{AbstractPlot, Nothing}",1,0
Plots,Core,Type{DataFormat{:STL_BINARY}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:layout, :link), Tuple{Int64, Symbol}}}",2,0
Plots,Core,"Type{AbstractGrayA{Gray{Float32}, Float32}}",1,0
Plots,Core,"Type{TransparentColor{RGB{FixedPointNumbers.N0f16}, FixedPointNumbers.N0f16, 4}}",2,0
Plots,PlotUtils,typeof(optimize_datetime_ticks),3,0
Plots,Core,Type{DataFormat{:INFO}},1,0
Plots,Plots,typeof(test_examples),5,0
Plots,Core,"Tuple{Function, Float64, Vararg{Any}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:gridlinewidth, :grid, :gridalpha, :gridstyle, :foreground_color_grid), Tuple{Int64, Bool, Float64, Symbol, RGBA{Float64}}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Matrix{String}, Tuple{Symbol}, NamedTuple{(:label,), Tuple{Matrix{String}}}}",1,0
Plots,Plots,"Plots.var""#64#65""",6,0
Plots,Plots,"Plots.var""#60#62""",6,0
Plots,Core,Type{ARGB{Float64}},11,0
Plots,Core,Type{DataFormat{:ICO}},1,0
Plots,Colors,typeof(sequential_palette),2,0
Plots,Core,"Tuple{Any, Any}",28,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Float64}, Vararg{Any}}",1,0
Plots,Core,Type{DataFormat{:Gadget2}},1,0
Plots,Core,"Pair{Vector{UInt8}, Symbol}",3,0
Plots,Core,Type{GrayA{FixedPointNumbers.N0f16}},20,0
Plots,Colors,"Colors.var""#5#6""{Float64, Float64, Float64, Float64}",2,0
Plots,Base,"Base.Pairs{Symbol, typeof(sqrt), Tuple{Symbol}, NamedTuple{(:ribbon,), Tuple{typeof(sqrt)}}}",1,0
Plots,Core,"Tuple{Nothing, Nothing, Any}",1,0
Plots,Core,Type{DataFormat{:PGM}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{17, Symbol}, NamedTuple{(:background, :framestyle, :grid, :gridalpha, :linewidth, :markerstrokewidth, :fontfamily, :colorgradient, :guidefontsize, :titlefontsize, :tickfontsize, :palette, :minorgrid, :minorticks, :gridlinewidth, :minorgridalpha, :legend), Tuple{Symbol, Symbol, Bool, Float64, Float64, Int64, String, Symbol, Int64, Int64, Int64, Vector{RGB{FixedPointNumbers.N0f8}}, Bool, Int64, Float64, Float64, Symbol}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Matrix{String}, Tuple{Symbol}, NamedTuple{(:title,), Tuple{Matrix{String}}}}",2,0
Plots,Core,"Type{TransparentColor{RGB{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8, 4}}",2,0
Plots,Core,Type{DataFormat{:TGA}},1,0
Plots,Core,"Type{ColorAlpha{HSL{T}, T, 4} where T<:AbstractFloat}",1,0
Plots,ColorSchemes,"ColorSchemes.ColorScheme{Vector{RGB{FixedPointNumbers.N0f8}}, String, String}",14,0
